trip_id,arrival_time,departure_time,stop_id,stop_sequence
1010,14:47:00,14:48:00,8506121,2
1010,15:04:00,15:05:00,8505220,3
1010,15:26:00,15:28:00,8505213,4
1010,15:40:00,15:42:00,8503011,5
1010,15:55:00,16:02:00,8503000,6
1010,16:57:00,17:00:00,8507000,7
1010,17:27:00,17:28:00,8502000,8
1010,17:44:00,17:47:00,8501120,9
1010,18:08:00,18:09:00,8501609,10
1010,18:32:00,,8501008,11
2001,,06:14:00,8500010,1
2001,06:22:00,06:23:00,8500020,2
2001,06:35:00,06:36:00,8500218,3
2001,07:00:00,07:03:00,8507000,4
2001,07:18:00,07:19:00,8507100,5
2001,07:34:00,07:35:00,8507050,6
2001,07:52:00,07:53:00,8508500,7
2001,08:10:00,08:11:00,8508501,8
2001,08:32:00,,8501609,9
2002,,07:14:00,8500010,1
2002,07:22:00,07:23:00,8500020,2
2002,07:35:00,07:36:00,8500218,3
2002,08:00:00,08:03:00,8507000,4
2002,08:18:00,08:19:00,8507100,5
2002,08:34:00,08:35:00,8507050,6
2002,08:52:00,08:53:00,8508500,7
2002,09:10:00,09:11:00,8508501,8
2002,09:32:00,,8501609,9
2003,,08:14:00,8500010,1
2003,08:22:00,08:23:00,8500020,2
2003,08:35:00,08:36:00,8500218,3
2003,09:00:00,09:03:00,8507000,4
2003,09:18:00,09:19:00,8507100,5
2003,09:34:00,09:35:00,8507050,6
2003,09:52:00,09:53:00,8508500,7
2003,10:10:00,10:11:00,8508501,8
2003,10:32:00,,8501609,9
2004,,09:14:00,8500010,1
2004,09:22:00,09:23:00,8500020,2
2004,09:35:00,09:36:00,8500218,3
2004,10:00:00,10:03:00,8507000,4
2004,10:18:00,10:19:00,8507100,5
2004,10:34:00,10:35:00,8507050,6
2004,10:52:00,10:53:00,8508500,7
2004,11:10:00,11:11:00,8508501,8
2004,11:32:00,,8501609,9
2005,,10:14:00,8500010,1
2005,10:22:00,10:23:00,8500020,2
2005,10:35:00,10:36:00,8500218,3
2005,11:00:00,11:03:00,8507000,4
2005,11:18:00,11:19:00,8507100,5
2005,11:34:00,11:35:00,8507050,6
2005,11:52:00,11:53:00,8508500,7
2005,12:10:00,12:11:00,8508501,8
2005,12:32:00,,8501609,9
2006,,11:14:00,8500010,1
2006,11:22:00,11:23:00,8500020,2
2006,11:35:00,11:36:00,8500218,3
2006,12:00:00,12:03:00,8507000,4
2006,12:18:00,12:19:00,8507100,5
2006,12:34:00,12:35:00,8507050,6
2006,12:52:00,12:53:00,8508500,7
2006,13:10:00,13:11:00,8508501,8
2006,13:32:00,,8501609,9
2007,,12:14:00,8500010,1
2007,12:22:00,12:23:00,8500020,2
2007,12:35:00,12:36:00,8500218,3
2007,13:00:00,13:03:00,8507000,4
2007,13:18:00,13:19:00,8507100,5
2007,13:34:00,13:35:00,8507050,6
2007,13:52:00,13:53:00,8508500,7
2007,14:10:00,14:11:00,8508501,8
2007,14:32:00,,8501609,9
2008,,13:14:00,8500010,1
2008,13:22:00,13:23:00,8500020,2
2008,13:35:00,13:36:00,8500218,3
2008,14:00:00,14:03:00,8507000,4
2008,14:18:00,14:19:00,8507100,5
2008,14:34:00,14:35:00,8507050,6
2008,14:52:00,14:53:00,8508500,7
2008,15:10:00,15:11:00,8508501,8
2008,15:32:00,,8501609,9
6001,,05:33:00,8500010,1
6001,05:40:00,05:41:00,8500012,2
6001,05:55:00,05:56:00,8500213,3
6001,06:10:00,06:12:00,8500218,4
6001,06:28:00,06:29:00,8505126,5
6001,06:42:00,06:43:00,8505113,6
6001,06:56:00,07:02:00,8503000,7
6001,07:16:00,07:17:00,8503088,8
6001,07:42:00,07:43:00,8505702,9
6001,08:20:00,08:21:00,8505300,10
6001,09:06:00,,8509000,11
6002,,06:33:00,8500010,1
6002,06:40:00,06:41:00,8500012,2
6002,06:55:00,06:56:00,8500213,3
6002,07:10:00,07:12:00,8500218,4
6002,07:28:00,07:29:00,8505126,5
6002,07:42:00,07:43:00,8505113,6
6002,07:56:00,08:02:00,8503000,7
6002,08:16:00,08:17:00,8503088,8
6002,08:42:00,08:43:00,8505702,9
6002,09:20:00,09:21:00,8505300,10
6002,10:06:00,,8509000,11
6003,,07:33:00,8500010,1
6003,07:40:00,07:41:00,8500012,2
6003,07:55:00,07:56:00,8500213,3
6003,08:10:00,08:12:00,8500218,4
6003,08:28:00,08:29:00,8505126,5
6003,08:42:00,08:43:00,8505113,6
6003,08:56:00,09:02:00,8503000,7
6003,09:16:00,09:17:00,8503088,8
6003,09:42:00,09:43:00,8505702,9
6003,10:20:00,10:21:00,8505300,10
6003,11:06:00,,8509000,11
6004,,08:33:00,8500010,1
6004,08:40:00,08:41:00,8500012,2
6004,08:55:00,08:56:00,8500213,3
6004,09:10:00,09:12:00,8500218,4
6004,09:28:00,09:29:00,8505126,5
6004,09:42:00,09:43:00,8505113,6
6004,09:56:00,10:02:00,8503000,7
6004,10:16:00,10:17:00,8503088,8
6004,10:42:00,10:43:00,8505702,9
6004,11:20:00,11:21:00,8505300,10
6004,12:06:00,,8509000,11
6005,,09:33:00,8500010,1
6005,09:40:00,09:41:00,8500012,2
6005,09:55:00,09:56:00,8500213,3
6005,10:10:00,10:12:00,8500218,4
6005,10:28:00,10:29:00,8505126,5
6005,10:42:00,10:43:00,8505113,6
6005,10:56:00,11:02:00,8503000,7
6005,11:16:00,11:17:00,8503088,8
6005,11:42:00,11:43:00,8505702,9
6005,12:20:00,12:21:00,8505300,10
6005,13:06:00,,8509000,11
6006,,10:33:00,8500010,1
6006,10:40:00,10:41:00,8500012,2
6006,10:55:00,10:56:00,8500213,3
6006,11:10:00,11:12:00,8500218,4
6006,11:28:00,11:29:00,8505126,5
6006,11:42:00,11:43:00,8505113,6
6006,11:56:00,12:02:00,8503000,7
6006,12:16:00,12:17:00,8503088,8
6006,12:42:00,12:43:00,8505702,9
6006,13:20:00,13:21:00,8505300,10
6006,14:06:00,,8509000,11
7001,,06:09:00,8503000,1
7001,06:23:00,06:24:00,8503307,2
7001,06:38:00,06:39:00,8503088,3
7001,06:56:00,06:58:00,8505702,4
7001,07:15:00,07:16:00,8505708,5
7001,07:32:00,07:35:00,8505000,6
7001,08:50:00,08:52:00,8505300,7
7001,09:54:00,,8505300,8
7002,,07:09:00,8503000,1
7002,07:23:00,07:24:00,8503307,2
7002,07:38:00,07:39:00,8503088,3
7002,07:56:00,07:58:00,8505702,4
7002,08:15:00,08:16:00,8505708,5
7002,08:32:00,08:35:00,8505000,6
7002,09:50:00,09:52:00,8505300,7
7002,10:54:00,,8505300,8
7003,,08:09:00,8503000,1
7003,08:23:00,08:24:00,8503307,2
7003,08:38:00,08:39:00,8503088,3
7003,08:56:00,08:58:00,8505702,4
7003,09:15:00,09:16:00,8505708,5
7003,09:32:00,09:35:00,8505000,6
7003,10:50:00,10:52:00,8505300,7
7003,11:54:00,,8505300,8
7004,,09:09:00,8503000,1
7004,09:23:00,09:24:00,8503307,2
7004,09:38:00,09:39:00,8503088,3
7004,09:56:00,09:58:00,8505702,4
7004,10:15:00,10:16:00,8505708,5
7004,10:32:00,10:35:00,8505000,6
7004,11:50:00,11:52:00,8505300,7
7004,12:54:00,,8505300,8
7005,,10:09:00,8503000,1
7005,10:23:00,10:24:00,8503307,2
7005,10:38:00,10:39:00,8503088,3
7005,10:56:00,10:58:00,8505702,4
7005,11:15:00,11:16:00,8505708,5
7005,11:32:00,11:35:00,8505000,6
7005,12:50:00,12:52:00,8505300,7
7005,13:54:00,,8505300,8
7006,,11:09:00,8503000,1
7006,11:23:00,11:24:00,8503307,2
7006,11:38:00,11:39:00,8503088,3
7006,11:56:00,11:58:00,8505702,4
7006,12:15:00,12:16:00,8505708,5
7006,12:32:00,12:35:00,8505000,6
7006,13:50:00,13:52:00,8505300,7
7006,14:54:00,,8505300,8
7007,,12:09:00,8503000,1
7007,12:23:00,12:24:00,8503307,2
7007,12:38:00,12:39:00,8503088,3
7007,12:56:00,12:58:00,8505702,4
7007,13:15:00,13:16:00,8505708,5
7007,13:32:00,13:35:00,8505000,6
7007,14:50:00,14:52:00,8505300,7
7007,15:54:00,,8505300,8
8001,,06:04:00,8500010,1
8001,06:18:00,06:19:00,8500020,2
8001,06:35:00,06:36:00,8500218,3
8001,06:52:00,06:55:00,8503000,4
8001,07:08:00,07:09:00,8503011,5
8001,07:26:00,07:28:00,8505213,6
8001,07:45:00,07:46:00,8506121,7
8001,08:02:00,08:03:00,8505220,8
8001,08:12:00,,8506302,9
8002,,07:04:00,8500010,1
8002,07:18:00,07:19:00,8500020,2
8002,07:35:00,07:36:00,8500218,3
8002,07:52:00,07:55:00,8503000,4
8002,08:08:00,08:09:00,8503011,5
8002,08:26:00,08:28:00,8505213,6
8002,08:45:00,08:46:00,8506121,7
8002,09:02:00,09:03:00,8505220,8
8002,09:12:00,,8506302,9
8003,,08:04:00,8500010,1
8003,08:18:00,08:19:00,8500020,2
8003,08:35:00,08:36:00,8500218,3
8003,08:52:00,08:55:00,8503000,4
8003,09:08:00,09:09:00,8503011,5
8003,09:26:00,09:28:00,8505213,6
8003,09:45:00,09:46:00,8506121,7
8003,10:02:00,10:03:00,8505220,8
8003,10:12:00,,8506302,9
8004,,09:04:00,8500010,1
8004,09:18:00,09:19:00,8500020,2
8004,09:35:00,09:36:00,8500218,3
8004,09:52:00,09:55:00,8503000,4
8004,10:08:00,10:09:00,8503011,5
8004,10:26:00,10:28:00,8505213,6
8004,10:45:00,10:46:00,8506121,7
8004,11:02:00,11:03:00,8505220,8
8004,11:12:00,,8506302,9
8005,,10:04:00,8500010,1
8005,10:18:00,10:19:00,8500020,2
8005,10:35:00,10:36:00,8500218,3
8005,10:52:00,10:55:00,8503000,4
8005,11:08:00,11:09:00,8503011,5
8005,11:26:00,11:28:00,8505213,6
8005,11:45:00,11:46:00,8506121,7
8005,12:02:00,12:03:00,8505220,8
8005,12:12:00,,8506302,9
10001,,05:04:00,8501026,1
10001,05:11:00,05:13:00,8501008,2
10001,05:38:00,05:39:00,8501113,3
10001,05:52:00,05:53:00,8501119,4
10001,06:04:00,06:07:00,8501120,5
10001,06:32:00,06:33:00,8501100,6
10001,06:50:00,06:51:00,8501609,7
10001,07:25:00,07:32:00,8507000,8
10001,08:27:00,08:32:00,8503000,9
10001,08:50:00,08:51:00,8509006,10
10001,09:12:00,09:13:00,8509004,11
10001,09:28:00,09:29:00,8509002,12
10001,10:39:00,,8509000,13
10002,,06:04:00,8501026,1
10002,06:11:00,06:13:00,8501008,2
10002,06:38:00,06:39:00,8501113,3
10002,06:52:00,06:53:00,8501119,4
10002,07:04:00,07:07:00,8501120,5
10002,07:32:00,07:33:00,8501100,6
10002,07:50:00,07:51:00,8501609,7
10002,08:25:00,08:32:00,8507000,8
10002,09:27:00,09:32:00,8503000,9
10002,09:50:00,09:51:00,8509006,10
10002,10:12:00,10:13:00,8509004,11
10002,10:28:00,10:29:00,8509002,12
10002,11:39:00,,8509000,13
10003,,07:04:00,8501026,1
10003,07:11:00,07:13:00,8501008,2
10003,07:38:00,07:39:00,8501113,3
10003,07:52:00,07:53:00,8501119,4
10003,08:04:00,08:07:00,8501120,5
10003,08:32:00,08:33:00,8501100,6
10003,08:50:00,08:51:00,8501609,7
10003,09:25:00,09:32:00,8507000,8
10003,10:27:00,10:32:00,8503000,9
10003,10:50:00,10:51:00,8509006,10
10003,11:12:00,11:13:00,8509004,11
10003,11:28:00,11:29:00,8509002,12
10003,12:39:00,,8509000,13
10004,,08:04:00,8501026,1
10004,08:11:00,08:13:00,8501008,2
10004,08:38:00,08:39:00,8501113,3
10004,08:52:00,08:53:00,8501119,4
10004,09:04:00,09:07:00,8501120,5
10004,09:32:00,09:33:00,8501100,6
10004,09:50:00,09:51:00,8501609,7
10004,10:25:00,10:32:00,8507000,8
10004,11:27:00,11:32:00,8503000,9
10004,11:50:00,11:51:00,8509006,10
10004,12:12:00,12:13:00,8509004,11
10004,12:28:00,12:29:00,8509002,12
10004,13:39:00,,8509000,13
10005,,09:04:00,8501026,1
10005,09:11:00,09:13:00,8501008,2
10005,09:38:00,09:39:00,8501113,3
10005,09:52:00,09:53:00,8501119,4
10005,10:04:00,10:07:00,8501120,5
10005,10:32:00,10:33:00,8501100,6
10005,10:50:00,10:51:00,8501609,7
10005,11:25:00,11:32:00,8507000,8
10005,12:27:00,12:32:00,8503000,9
10005,12:50:00,12:51:00,8509006,10
10005,13:12:00,13:13:00,8509004,11
10005,13:28:00,13:29:00,8509002,12
10005,14:39:00,,8509000,13
11001,,06:16:00,8503000,1
11001,06:29:00,06:30:00,8503011,2
11001,06:47:00,06:49:00,8505213,3
11001,07:05:00,07:06:00,8506121,4
11001,07:22:00,07:23:00,8505220,5
11001,07:42:00,07:44:00,8506302,6
11001,08:15:00,08:16:00,8509002,7
11001,08:32:00,08:33:00,8509004,8
11001,08:52:00,08:53:00,8509006,9
11001,09:39:00,,8509000,10
11002,,07:16:00,8503000,1
11002,07:29:00,07:30:00,8503011,2
11002,07:47:00,07:49:00,8505213,3
11002,08:05:00,08:06:00,8506121,4
11002,08:22:00,08:23:00,8505220,5
11002,08:42:00,08:44:00,8506302,6
11002,09:15:00,09:16:00,8509002,7
11002,09:32:00,09:33:00,8509004,8
11002,09:52:00,09:53:00,8509006,9
11002,10:39:00,,8509000,10
11003,,08:16:00,8503000,1
11003,08:29:00,08:30:00,8503011,2
11003,08:47:00,08:49:00,8505213,3
11003,09:05:00,09:06:00,8506121,4
11003,09:22:00,09:23:00,8505220,5
11003,09:42:00,09:44:00,8506302,6
11003,10:15:00,10:16:00,8509002,7
11003,10:32:00,10:33:00,8509004,8
11003,10:52:00,10:53:00,8509006,9
11003,11:39:00,,8509000,10
11004,,09:16:00,8503000,1
11004,09:29:00,09:30:00,8503011,2
11004,09:47:00,09:49:00,8505213,3
11004,10:05:00,10:06:00,8506121,4
11004,10:22:00,10:23:00,8505220,5
11004,10:42:00,10:44:00,8506302,6
11004,11:15:00,11:16:00,8509002,7
11004,11:32:00,11:33:00,8509004,8
11004,11:52:00,11:53:00,8509006,9
11004,12:39:00,,8509000,10
11005,,10:16:00,8503000,1
11005,10:29:00,10:30:00,8503011,2
11005,10:47:00,10:49:00,8505213,3
11005,11:05:00,11:06:00,8506121,4
11005,11:22:00,11:23:00,8505220,5
11005,11:42:00,11:44:00,8506302,6
11005,12:15:00,12:16:00,8509002,7
11005,12:32:00,12:33:00,8509004,8
11005,12:52:00,12:53:00,8509006,9
11005,13:39:00,,8509000,10
12001,,06:07:00,8500010,1
12001,06:20:00,06:21:00,8500020,2
12001,06:35:00,06:36:00,8500213,3
12001,06:50:00,06:52:00,8500218,4
12001,07:08:00,07:09:00,8505113,5
12001,07:25:00,07:26:00,8506000,6
12001,07:45:00,07:48:00,8505000,7
12002,,07:07:00,8500010,1
12002,07:20:00,07:21:00,8500020,2
12002,07:35:00,07:36:00,8500213,3
12002,07:50:00,07:52:00,8500218,4
12002,08:08:00,08:09:00,8505113,5
12002,08:25:00,08:26:00,8506000,6
12002,08:45:00,08:48:00,8505000,7
12003,,08:07:00,8500010,1
12003,08:20:00,08:21:00,8500020,2
12003,08:35:00,08:36:00,8500213,3
12003,08:50:00,08:52:00,8500218,4
12003,09:08:00,09:09:00,8505113,5
12003,09:25:00,09:26:00,8506000,6
12003,09:45:00,09:48:00,8505000,7
12004,,09:07:00,8500010,1
12004,09:20:00,09:21:00,8500020,2
12004,09:35:00,09:36:00,8500213,3
12004,09:50:00,09:52:00,8500218,4
12004,10:08:00,10:09:00,8505113,5
12004,10:25:00,10:26:00,8506000,6
12004,10:45:00,10:48:00,8505000,7
12005,,10:07:00,8500010,1
12005,10:20:00,10:21:00,8500020,2
12005,10:35:00,10:36:00,8500213,3
12005,10:50:00,10:52:00,8500218,4
12005,11:08:00,11:09:00,8505113,5
12005,11:25:00,11:26:00,8506000,6
12005,11:45:00,11:48:00,8505000,7
15001,,06:06:00,8503000,1
15001,06:20:00,06:21:00,8503307,2
15001,06:35:00,06:36:00,8503088,3
15001,06:52:00,06:53:00,8505702,4
15001,07:09:00,07:12:00,8505000,5
15001,07:32:00,07:33:00,8505708,6
15001,07:50:00,07:51:00,8507050,7
15001,08:15:00,,8508500,8
15002,,07:06:00,8503000,1
15002,07:20:00,07:21:00,8503307,2
15002,07:35:00,07:36:00,8503088,3
15002,07:52:00,07:53:00,8505702,4
15002,08:09:00,08:12:00,8505000,5
15002,08:32:00,08:33:00,8505708,6
15002,08:50:00,08:51:00,8507050,7
15002,09:15:00,,8508500,8
15003,,08:06:00,8503000,1
15003,08:20:00,08:21:00,8503307,2
15003,08:35:00,08:36:00,8503088,3
15003,08:52:00,08:53:00,8505702,4
15003,09:09:00,09:12:00,8505000,5
15003,09:32:00,09:33:00,8505708,6
15003,09:50:00,09:51:00,8507050,7
15003,10:15:00,,8508500,8
15004,,09:06:00,8503000,1
15004,09:20:00,09:21:00,8503307,2
15004,09:35:00,09:36:00,8503088,3
15004,09:52:00,09:53:00,8505702,4
15004,10:09:00,10:12:00,8505000,5
15004,10:32:00,10:33:00,8505708,6
15004,10:50:00,10:51:00,8507050,7
15004,11:15:00,,8508500,8
15005,,10:06:00,8503000,1
15005,10:20:00,10:21:00,8503307,2
15005,10:35:00,10:36:00,8503088,3
15005,10:52:00,10:53:00,8505702,4
15005,11:09:00,11:12:00,8505000,5
15005,11:32:00,11:33:00,8505708,6
15005,11:50:00,11:51:00,8507050,7
15005,12:15:00,,8508500,8
15006,,11:06:00,8503000,1
15006,11:20:00,11:21:00,8503307,2
15006,11:35:00,11:36:00,8503088,3
15006,11:52:00,11:53:00,8505702,4
15006,12:09:00,12:12:00,8505000,5
15006,12:32:00,12:33:00,8505708,6
15006,12:50:00,12:51:00,8507050,7
15006,13:15:00,,8508500,8
15007,,12:06:00,8503000,1
15007,12:20:00,12:21:00,8503307,2
15007,12:35:00,12:36:00,8503088,3
15007,12:52:00,12:53:00,8505702,4
15007,13:09:00,13:12:00,8505000,5
15007,13:32:00,13:33:00,8505708,6
15007,13:50:00,13:51:00,8507050,7
15007,14:15:00,,8508500,8
21001,,06:00:00,8503000,1
21001,06:05:00,06:06:00,8503011,2
21001,06:15:00,06:16:00,8503006,3
21001,06:28:00,06:29:00,8505213,4
21001,06:40:00,06:41:00,8505220,5
21001,06:50:00,,8506302,6
21002,,06:30:00,8503000,1
21002,06:35:00,06:36:00,8503011,2
21002,06:45:00,06:46:00,8503006,3
21002,06:58:00,06:59:00,8505213,4
21002,07:10:00,07:11:00,8505220,5
21002,07:20:00,,8506302,6
21003,,07:00:00,8503000,1
21003,07:05:00,07:06:00,8503011,2
21003,07:15:00,07:16:00,8503006,3
21003,07:28:00,07:29:00,8505213,4
21003,07:40:00,07:41:00,8505220,5
21003,07:50:00,,8506302,6
21004,,07:30:00,8503000,1
21004,07:35:00,07:36:00,8503011,2
21004,07:45:00,07:46:00,8503006,3
21004,07:58:00,07:59:00,8505213,4
21004,08:10:00,08:11:00,8505220,5
21004,08:20:00,,8506302,6
21005,,08:00:00,8503000,1
21005,08:05:00,08:06:00,8503011,2
21005,08:15:00,08:16:00,8503006,3
21005,08:28:00,08:29:00,8505213,4
21005,08:40:00,08:41:00,8505220,5
21005,08:50:00,,8506302,6
21006,,08:30:00,8503000,1
21006,08:35:00,08:36:00,8503011,2
21006,08:45:00,08:46:00,8503006,3
21006,08:58:00,08:59:00,8505213,4
21006,09:10:00,09:11:00,8505220,5
21006,09:20:00,,8506302,6
21007,,09:00:00,8503000,1
21007,09:05:00,09:06:00,8503011,2
21007,09:15:00,09:16:00,8503006,3
21007,09:28:00,09:29:00,8505213,4
21007,09:40:00,09:41:00,8505220,5
21007,09:50:00,,8506302,6
21008,,09:30:00,8503000,1
21008,09:35:00,09:36:00,8503011,2
21008,09:45:00,09:46:00,8503006,3
21008,09:58:00,09:59:00,8505213,4
21008,10:10:00,10:11:00,8505220,5
21008,10:20:00,,8506302,6
21009,,10:00:00,8503000,1
21009,10:05:00,10:06:00,8503011,2
21009,10:15:00,10:16:00,8503006,3
21009,10:28:00,10:29:00,8505213,4
21009,10:40:00,10:41:00,8505220,5
21009,10:50:00,,8506302,6
21010,,10:30:00,8503000,1
21010,10:35:00,10:36:00,8503011,2
21010,10:45:00,10:46:00,8503006,3
21010,10:58:00,10:59:00,8505213,4
21010,11:10:00,11:11:00,8505220,5
21010,11:20:00,,8506302,6
22001,,05:30:00,8503006,1
22001,05:42:00,05:43:00,8503011,2
22001,05:48:00,05:49:00,8503000,3
22001,06:00:00,06:01:00,8503001,4
22001,06:08:00,06:09:00,8503059,5
22001,06:18:00,,8506000,6
22002,,06:00:00,8503006,1
22002,06:12:00,06:13:00,8503011,2
22002,06:18:00,06:19:00,8503000,3
22002,06:30:00,06:31:00,8503001,4
22002,06:38:00,06:39:00,8503059,5
22002,06:48:00,,8506000,6
22003,,06:30:00,8503006,1
22003,06:42:00,06:43:00,8503011,2
22003,06:48:00,06:49:00,8503000,3
22003,07:00:00,07:01:00,8503001,4
22003,07:08:00,07:09:00,8503059,5
22003,07:18:00,,8506000,6
22004,,07:00:00,8503006,1
22004,07:12:00,07:13:00,8503011,2
22004,07:18:00,07:19:00,8503000,3
22004,07:30:00,07:31:00,8503001,4
22004,07:38:00,07:39:00,8503059,5
22004,07:48:00,,8506000,6
22005,,07:30:00,8503006,1
22005,07:42:00,07:43:00,8503011,2
22005,07:48:00,07:49:00,8503000,3
22005,08:00:00,08:01:00,8503001,4
22005,08:08:00,08:09:00,8503059,5
22005,08:18:00,,8506000,6
22006,,08:00:00,8503006,1
22006,08:12:00,08:13:00,8503011,2
22006,08:18:00,08:19:00,8503000,3
22006,08:30:00,08:31:00,8503001,4
22006,08:38:00,08:39:00,8503059,5
22006,08:48:00,,8506000,6
22007,,08:30:00,8503006,1
22007,08:42:00,08:43:00,8503011,2
22007,08:48:00,08:49:00,8503000,3
22007,09:00:00,09:01:00,8503001,4
22007,09:08:00,09:09:00,8503059,5
22007,09:18:00,,8506000,6
22008,,09:00:00,8503006,1
22008,09:12:00,09:13:00,8503011,2
22008,09:18:00,09:19:00,8503000,3
22008,09:30:00,09:31:00,8503001,4
22008,09:38:00,09:39:00,8503059,5
22008,09:48:00,,8506000,6
22009,,09:30:00,8503006,1
22009,09:42:00,09:43:00,8503011,2
22009,09:48:00,09:49:00,8503000,3
22009,10:00:00,10:01:00,8503001,4
22009,10:08:00,10:09:00,8503059,5
22009,10:18:00,,8506000,6
22010,,10:00:00,8503006,1
22010,10:12:00,10:13:00,8503011,2
22010,10:18:00,10:19:00,8503000,3
22010,10:30:00,10:31:00,8503001,4
22010,10:38:00,10:39:00,8503059,5
22010,10:48:00,,8506000,6
27001,,06:00:00,8503000,1
27001,06:12:00,06:13:00,8503307,2
27001,06:24:00,06:25:00,8503100,3
27001,06:35:00,06:36:00,8503102,4
27001,06:47:00,06:49:00,8503504,5
27002,,06:30:00,8503000,1
27002,06:42:00,06:43:00,8503307,2
27002,06:54:00,06:55:00,8503100,3
27002,07:05:00,07:06:00,8503102,4
27002,07:17:00,07:19:00,8503504,5
27003,,07:00:00,8503000,1
27003,07:12:00,07:13:00,8503307,2
27003,07:24:00,07:25:00,8503100,3
27003,07:35:00,07:36:00,8503102,4
27003,07:47:00,07:49:00,8503504,5
27004,,07:30:00,8503000,1
27004,07:42:00,07:43:00,8503307,2
27004,07:54:00,07:55:00,8503100,3
27004,08:05:00,08:06:00,8503102,4
27004,08:17:00,08:19:00,8503504,5
27005,,08:00:00,8503000,1
27005,08:12:00,08:13:00,8503307,2
27005,08:24:00,08:25:00,8503100,3
27005,08:35:00,08:36:00,8503102,4
27005,08:47:00,08:49:00,8503504,5
27006,,08:30:00,8503000,1
