trip_id,arrival_time,departure_time,stop_id,stop_sequence
3629,,16:46:00,32015,1
3629,16:52:00,16:53:00,32053,2
3629,16:56:00,16:56:30,32065,3
3629,16:59:30,17:00:00,32106,4
3629,17:02:30,17:03:00,32091,5
3629,17:06:00,17:07:00,32118,6
3629,17:10:30,17:11:00,32120,7
3629,17:20:30,17:21:00,32144,8
3629,17:28:30,17:29:00,32156,9
3629,17:32:30,17:33:00,32168,10
3629,17:37:00,,32182,11
3622,,06:46:00,32182,1
3622,06:49:30,06:50:00,32168,2
3622,06:53:30,06:54:00,32156,3
3622,07:00:30,07:01:00,32144,4
3622,07:10:00,07:10:30,32120,5
3622,07:14:00,07:15:00,32118,6
3622,07:17:30,07:18:00,32091,7
3622,07:20:30,07:21:30,32106,8
3622,07:25:00,07:26:00,32065,9
3622,07:28:00,07:29:00,32053,10
3622,07:35:00,,32015,11
9576,,16:30:00,11906,1
9576,16:38:00,16:39:00,11877,2
9576,16:54:00,16:55:00,11839,3
9576,17:06:00,17:07:00,11815,4
9576,17:11:00,17:12:00,11803,5
9576,17:23:00,17:24:00,11786,6
9576,17:30:00,17:31:00,11774,7
9576,17:41:00,17:42:00,11750,8
9576,17:49:00,17:50:00,11748,9
9576,17:59:00,18:00:00,11724,10
9576,18:12:00,18:13:00,11695,11
9576,18:19:00,18:20:00,11671,12
9576,18:24:00,18:25:00,11657,13
9576,18:30:00,18:31:00,11645,14
9576,18:35:00,18:36:00,11621,15
9576,18:40:00,18:41:00,11619,16
9576,18:49:00,18:50:00,11592,17
9576,18:54:00,18:55:00,11580,18
9576,19:00:00,,11554,19
9552,,07:24:00,11554,1
9552,07:27:00,07:28:00,11528,2
9552,07:32:00,07:33:00,11516,3
9552,07:36:00,07:37:00,11504,4
9552,07:39:30,07:40:00,11499,5
9552,07:43:00,07:44:00,11487,6
9552,07:50:00,07:51:00,11463,7
9552,08:01:00,08:05:00,11449,8
9552,08:11:00,08:13:00,11425,9
9552,08:20:00,08:21:00,11401,10
9552,08:26:00,08:27:00,11396,11
9552,08:32:00,08:33:00,11384,12
9552,08:37:00,08:38:00,11372,13
9552,08:46:00,08:47:00,11360,14
9552,08:54:00,08:55:00,11346,15
9552,09:03:00,09:04:00,11322,16
9552,09:07:00,09:08:00,11310,17
9552,09:11:00,09:12:00,11308,18
9552,09:19:00,09:20:00,11281,19
9552,09:26:00,09:27:00,11267,20
9552,09:35:00,,11231,21
4044,,14:35:00,41638,1
4044,14:50:00,14:51:00,41573,2
4044,14:56:30,14:57:00,41561,3
4044,15:03:00,15:04:00,41547,4
4044,15:10:00,15:11:00,41523,5
4044,15:14:30,15:15:00,41511,6
4044,15:22:00,15:23:00,41494,7
4044,15:26:30,15:27:00,41482,8
4044,15:30:30,15:31:00,41470,9
4044,15:35:00,15:36:00,41468,10
4044,15:46:00,,41444,11
4371,,14:35:00,42967,1
4371,14:39:30,14:40:00,42943,2
4371,14:43:30,14:44:00,42929,3
4371,14:48:00,14:49:00,40971,4
4371,14:53:30,14:54:00,40983,5
4371,14:57:00,14:58:00,40995,6
4371,15:02:30,15:03:00,41016,7
4371,15:05:30,15:06:00,41028,8
4371,15:10:00,15:11:00,41030,9
4371,15:19:00,15:39:00,41054,10
4371,15:48:00,15:49:00,41078,11
4371,15:52:30,15:53:00,41080,12
4371,15:56:30,15:57:00,41092,13
4371,16:02:00,16:03:00,41107,14
4371,16:11:00,16:12:00,41145,15
4371,16:19:00,,41195,16
4374,,05:32:00,41195,1
4374,05:40:00,05:41:00,41145,2
4374,05:50:00,05:51:00,41107,3
4374,05:55:30,05:56:00,41092,4
4374,05:58:30,05:59:00,41080,5
4374,06:02:00,06:03:00,41078,6
4374,06:12:00,06:30:00,41054,7
4374,06:38:00,06:39:00,41030,8
4374,06:42:30,06:43:30,41028,9
4374,06:47:00,06:48:00,41016,10
4374,06:53:00,06:54:00,40995,11
4374,06:56:30,06:57:00,40983,12
4374,07:01:00,07:03:00,40971,13
4374,07:07:30,07:08:00,42929,14
4374,07:11:30,07:12:00,42943,15
4374,07:16:30,07:17:00,48014,16
4374,07:20:00,,42967,17
4046,,16:35:00,41638,1
4046,16:50:00,16:51:00,41573,2
4046,16:56:30,16:57:00,41561,3
4046,17:03:00,17:04:00,41547,4
4046,17:10:00,17:12:00,41523,5
4046,17:14:30,17:15:00,41511,6
4046,17:24:00,17:35:00,41494,7
4046,17:38:30,17:39:00,41482,8
4046,17:42:30,17:43:00,41470,9
4046,17:47:00,17:48:00,41468,10
4046,17:58:00,,41444,11
2423,,14:30:00,20658,1
2423,14:33:30,14:34:00,20713,2
2423,14:38:00,14:39:00,20749,3
2423,14:50:30,14:51:00,20775,4
2423,14:56:00,14:57:00,20787,5
2423,15:01:30,15:02:00,20799,6
2423,15:05:30,15:06:00,20804,7
2423,15:11:00,15:12:00,20816,8
2423,15:16:30,15:17:00,20830,9
2423,15:22:30,15:23:00,20842,10
2423,15:34:00,15:35:00,20866,11
2423,15:42:00,15:43:00,20880,12
2423,15:49:00,,20892,13
4318,,05:32:00,41846,1
4318,05:42:00,05:43:00,41860,2
4318,05:51:30,05:52:00,41884,3
4318,05:57:00,05:58:00,47319,4
4318,06:05:00,,45452,5
6444,,05:02:00,51358,1
6444,05:16:00,05:17:00,62890,2
6444,05:24:00,05:25:00,62876,3
6444,05:30:00,05:31:00,62864,4
6444,05:38:00,05:39:00,62840,5
6444,05:49:00,05:50:00,62814,6
6444,05:56:00,05:57:00,62797,7
6444,06:04:00,06:05:00,62773,8
6444,06:12:00,06:13:00,62759,9
6444,06:28:00,,60921,10
9370,,17:50:00,14518,1
9370,17:52:30,17:53:00,14506,2
9370,18:02:30,18:03:00,14491,3
9370,18:12:00,18:13:00,14477,4
9370,18:18:30,18:19:00,14465,5
9370,18:35:00,18:36:00,14312,6
9370,18:41:00,,10445,7
1655,,06:24:00,10017,1
1655,07:02:00,07:04:00,50017,2
1655,07:39:00,07:40:00,50213,3
1655,08:11:00,08:14:00,50342,4
1655,08:43:00,08:44:00,50433,5
1655,09:22:00,09:23:00,50603,6
1655,09:42:00,09:43:00,50691,7
1655,10:07:00,10:08:00,50811,8
1655,10:44:00,10:46:00,51059,9
1655,11:13:00,11:14:00,51190,10
1655,11:43:00,11:44:00,51358,11
1655,12:14:00,12:15:00,51530,12
1655,12:26:00,,51607,13
9343,,09:35:00,10287,1
9343,09:54:00,09:55:00,14178,2
9343,10:03:00,10:04:00,14192,3
9343,10:12:00,10:13:00,14219,4
9343,10:19:00,10:19:30,14221,5
9343,10:23:00,10:24:00,14233,6
9343,10:35:00,10:36:00,14269,7
9343,10:43:00,10:44:00,14283,8
9343,10:49:00,10:49:30,14295,9
9343,10:53:00,10:54:00,14300,10
9343,10:56:30,10:57:00,14257,11
9343,11:03:00,11:04:00,14037,12
9343,11:10:00,,14049,13
2569,,19:37:00,20658,1
2569,19:40:00,19:41:00,20713,2
2569,19:48:00,19:49:00,33710,3
2569,19:52:00,19:53:00,33746,4
2569,20:02:30,20:03:00,33758,5
2569,20:07:00,20:08:00,33760,6
2569,20:13:30,20:14:00,33772,7
2569,20:19:30,20:20:00,33784,8
2569,20:24:30,20:25:00,33796,9
2569,20:29:00,20:34:00,33801,10
2569,20:39:00,20:40:00,33825,11
2569,20:45:00,20:46:00,33837,12
2569,20:51:00,20:53:00,31401,13
2569,20:58:30,20:59:00,31372,14
2569,21:05:00,21:15:00,31334,15
2569,21:19:30,21:20:00,31308,16
2569,21:24:30,21:25:00,31293,17
2569,21:32:00,21:33:00,31279,18
2569,21:37:30,21:38:00,31255,19
2569,21:44:00,21:45:00,31243,20
2569,21:55:00,,31217,21
361,,12:35:00,09422,1
361,12:51:00,13:11:00,32742,2
361,13:21:00,,32663,3
4362,,06:55:00,41444,1
4362,07:02:30,07:03:00,44173,2
4362,07:07:30,07:08:00,44185,3
4362,07:14:00,07:15:00,44197,4
4362,07:32:00,07:33:00,44240,5
4362,07:43:00,07:44:00,44276,6
4362,07:49:00,07:50:00,44288,7
4362,07:55:30,07:56:00,44290,8
4362,08:00:30,08:01:00,44305,9
4362,08:09:00,08:15:00,44329,10
4362,08:17:30,08:18:00,44343,11
4362,08:21:30,08:22:00,44355,12
4362,08:27:30,08:28:00,44381,13
4362,08:30:30,08:31:00,44367,14
4362,08:33:30,08:34:00,44379,15
4362,08:43:00,08:44:00,44408,16
4362,08:53:30,08:54:00,44434,17
4362,08:59:00,09:00:00,44458,18
4362,09:05:30,09:06:00,44472,19
4362,09:11:30,09:12:00,44484,20
4362,09:17:30,09:18:00,44496,21
4362,09:29:00,,45323,22
9578,,19:40:00,11906,1
9578,19:48:00,19:49:00,11877,2
9578,20:03:00,20:04:00,11839,3
9578,20:15:00,20:16:00,11815,4
9578,20:20:00,20:21:00,11803,5
9578,20:32:00,20:33:00,11786,6
9578,20:39:00,20:43:00,11774,7
9578,20:53:00,20:58:00,11750,8
9578,21:05:00,21:06:00,11748,9
9578,21:15:00,21:16:00,11724,10
9578,21:29:00,21:37:00,11695,11
9578,21:44:00,21:45:00,11671,12
9578,21:49:00,21:50:00,11657,13
9578,21:55:00,21:56:00,11645,14
9578,22:00:00,22:01:00,11621,15
9578,22:05:00,22:06:00,11619,16
9578,22:14:00,22:15:00,11592,17
9578,22:19:00,22:20:00,11580,18
9578,22:25:00,,11554,19
365,,18:40:00,09422,1
365,18:56:00,19:16:00,32742,2
365,19:26:00,,32663,3
1831,,07:00:00,11906,1
1831,07:47:00,07:49:00,15756,2
1831,08:32:00,08:34:00,11695,3
1831,09:03:00,09:04:00,25012,4
1831,09:11:00,09:12:00,24977,5
1831,09:21:00,09:23:00,24941,6
1831,10:03:00,10:05:00,21406,7
1831,10:34:00,10:37:00,21286,8
1831,10:44:00,11:09:00,21236,9
1831,11:23:00,11:25:00,21157,10
1831,11:37:00,11:38:00,21092,11
1831,11:49:00,11:51:00,21028,12
1831,12:00:00,12:04:00,23038,13
1831,12:23:00,12:28:00,31645,14
1831,12:46:00,12:47:00,31695,15
1831,13:17:00,13:18:00,31774,16
1831,13:34:00,13:35:00,31827,17
1831,14:32:00,14:46:00,32015,18
1831,15:34:00,15:35:00,44094,19
1831,15:54:00,15:57:00,41195,20
1831,16:28:00,16:30:00,41054,21
1831,16:50:00,16:51:00,43466,22
1831,16:58:00,16:59:00,55184,23
1831,17:04:00,17:08:00,55172,24
1831,17:26:00,17:28:00,55110,25
1831,17:47:00,17:48:00,55005,26
1831,18:06:00,18:07:00,54972,27
1831,18:57:00,18:59:00,54843,28
1831,19:01:00,19:02:00,54817,29
1831,19:16:00,19:17:00,54764,30
1831,19:27:00,19:28:00,54740,31
1831,19:49:00,19:50:00,54702,32
1831,19:59:00,20:01:00,54661,33
1831,20:07:00,20:08:00,54635,34
1831,20:23:00,20:24:00,54609,35
1831,20:35:00,20:36:00,54570,36
1831,20:45:00,20:46:00,54556,37
1831,21:30:00,21:33:00,51607,38
1831,21:44:00,21:45:00,51530,39
1831,22:02:00,22:03:00,51451,40
1831,22:21:00,22:23:00,51358,41
1831,22:50:00,22:51:00,62840,42
1831,23:27:00,,60921,43
405,,07:37:00,21236,1
405,07:48:00,07:49:00,21157,2
405,08:14:00,08:16:00,23038,3
405,08:35:00,08:36:00,31645,4
405,08:54:00,08:55:00,31695,5
405,09:24:00,09:25:00,31774,6
405,09:42:00,09:43:00,31827,7
405,10:44:00,,32015,8
9215,,19:21:00,10017,1
9215,19:39:00,19:40:00,12340,2
9215,20:15:00,20:17:00,12431,3
9215,20:28:00,20:29:00,12479,4
9215,20:39:00,20:41:00,12510,5
9215,20:54:00,20:55:00,12558,6
9215,21:11:00,21:12:00,12596,7
9215,21:21:00,,12613,8
2703,,07:41:00,23624,1
2703,07:44:00,07:45:00,36798,2
2703,07:47:00,07:48:00,23636,3
2703,07:54:00,07:55:00,23715,4
2703,08:06:00,08:11:00,23739,5
2703,08:21:00,08:22:00,23753,6
2703,08:31:00,08:32:00,23765,7
2703,08:39:00,08:40:00,23777,8
2703,08:47:00,08:48:00,23789,9
2703,08:51:00,08:52:00,23806,10
2703,08:54:00,08:55:00,23818,11
2703,08:59:00,09:00:00,23832,12
2703,09:05:00,09:06:00,23844,13
2703,09:09:00,09:10:00,23856,14
2703,09:13:00,09:14:00,23868,15
2703,09:17:00,09:18:00,23870,16
2703,09:26:00,09:27:00,23894,17
2703,09:30:00,09:31:00,23923,18
2703,09:34:00,09:35:00,23935,19
2703,09:37:00,09:38:00,23947,20
2703,09:41:00,09:42:00,23961,21
2703,09:45:00,09:46:00,23973,22
2703,09:49:00,09:50:00,23997,23
2703,09:57:00,09:58:00,24020,24
2703,10:01:00,10:02:00,24032,25
2703,10:04:00,10:05:00,24044,26
2703,10:07:00,10:08:00,24056,27
2703,10:11:00,10:12:00,24082,28
2703,10:28:00,,21236,29
6501,,07:00:00,61092,1
6501,07:08:00,07:09:00,61080,2
6501,07:15:00,07:16:00,61066,3
6501,07:22:00,07:23:00,61028,4
6501,07:28:00,07:29:00,61016,5
6501,07:34:00,07:35:00,60878,6
6501,07:39:00,,60921,7
5215,,15:55:00,40373,1
5215,16:03:00,16:04:00,40402,2
5215,16:10:00,16:11:00,53423,3
5215,16:14:30,16:15:00,53409,4
5215,16:19:00,16:20:00,53411,5
5215,16:25:30,16:26:00,53435,6
5215,16:29:00,16:31:00,53394,7
5215,16:36:00,16:37:00,53382,8
5215,16:42:00,16:43:00,53370,9
5215,16:47:00,16:48:00,53356,10
5215,16:52:00,16:53:00,53332,11
5215,16:59:00,17:00:00,53318,12
5215,17:05:00,17:06:00,53291,13
5215,17:12:00,17:13:00,53265,14
5215,17:18:30,17:19:00,53253,15
5215,17:26:00,17:34:00,53241,16
5215,17:41:00,17:42:00,53239,17
5215,17:49:30,17:50:00,53227,18
5215,17:58:00,17:59:00,53203,19
5215,18:05:00,18:30:00,53174,20
5215,18:36:00,18:37:00,53150,21
5215,18:39:30,18:40:00,53124,22
5215,18:44:00,18:45:00,53095,23
5215,18:50:30,18:51:00,53083,24
5215,18:58:00,18:59:00,53071,25
5215,19:05:00,19:15:00,53069,26
5215,19:20:30,19:21:00,53045,27
5215,19:24:30,19:25:00,53033,28
5215,19:34:00,19:50:00,53007,29
5215,19:53:30,19:54:00,52986,30
5215,20:03:00,20:04:00,52948,31
5215,20:10:00,20:11:00,52900,32
5215,20:17:30,20:18:00,52883,33
5215,20:23:30,20:24:00,52869,34
5215,20:32:00,20:33:00,52857,35
5215,20:45:00,20:47:00,50811,36
5215,20:53:30,20:54:00,50770,37
5215,20:59:00,21:00:00,50768,38
5215,21:04:30,21:05:00,50744,39
5215,21:08:00,21:09:00,50732,40
5215,21:17:00,,50691,41
9123,,17:35:00,12596,1
9123,17:45:00,17:46:00,13368,2
9123,17:51:30,17:52:00,13370,3
9123,18:00:00,18:01:00,13382,4
9123,18:10:30,18:11:00,13409,5
9123,18:21:00,18:22:00,13423,6
9123,18:26:30,18:27:00,13435,7
9123,18:34:30,18:35:00,13447,8
9123,18:42:00,18:43:00,13461,9
9123,18:51:30,18:52:00,13485,10
9123,19:08:00,19:20:00,13514,11
9123,19:30:00,,13502,12
7945,,23:10:00,10017,1
7945,23:20:30,23:21:00,70029,2
7945,23:31:00,,69989,3
3111,,03:11:00,21834,1
3111,03:22:00,03:23:00,35122,2
3111,03:27:00,03:28:00,35146,3
3111,03:39:00,03:40:00,35184,4
3111,03:44:00,03:45:00,35201,5
3111,03:51:00,03:52:00,35213,6
3111,03:58:00,03:59:00,35249,7
3111,04:03:00,04:04:00,35263,8
3111,04:11:00,04:12:00,35287,9
3111,04:18:00,04:19:00,35299,10
3111,04:23:00,04:24:00,35316,11
3111,04:34:00,04:35:00,35330,12
3111,04:50:00,04:56:00,35407,13
3111,05:03:00,05:04:00,35421,14
3111,05:21:00,05:27:00,35433,15
3111,05:43:00,05:44:00,35469,16
3111,06:01:00,06:02:00,32704,17
3111,06:10:00,,32663,18
8151,,06:03:00,70237,1
8151,06:09:00,06:10:00,71669,2
8151,06:16:00,06:17:00,71683,3
8151,06:21:30,06:22:00,71695,4
8151,06:25:30,06:26:00,71700,5
8151,06:30:00,06:31:00,71712,6
8151,06:33:30,06:34:00,71748,7
8151,06:37:00,06:38:00,71724,8
8151,06:41:00,06:42:00,71736,9
8151,06:48:30,06:49:00,71750,10
8151,06:56:00,06:57:00,71774,11
8151,07:00:30,07:01:00,71786,12
8151,07:05:30,07:06:00,71798,13
8151,07:16:00,07:30:00,82072,14
8151,07:38:00,07:39:00,82101,15
8151,07:56:00,,80361,16
1641,,21:03:00,10017,1
1641,21:44:00,21:45:00,30304,2
1641,21:57:00,21:58:00,30392,3
1641,22:10:00,22:11:00,30421,4
1641,22:36:00,22:37:00,30524,5
1641,22:45:00,22:46:00,30548,6
1641,22:51:00,22:52:00,30550,7
